estado,data,primeiro_estadiamento,custo_estadiamento,numero_pacientes,numero_municipios,obitos,obitos_futuros,numero_procedimentos,numero_diagnosticos
Roraima,202202,3,57145.24999999999,91,8,0,0,93,7
Roraima,202202,0,1479.75,2,1,0,0,2,1
Roraima,202202,1,6124.75,30,3,0,0,30,2
Roraima,202202,2,45609.649999999994,87,6,0,1,89,3
Roraima,202202,4,32794.45,37,4,0,0,37,7
Pará,202202,1,54552.549999999996,215,46,0,0,220,7
Pará,202202,2,277029.74999999994,636,89,0,0,656,19
Pará,202202,3,735635.2499999998,1063,120,0,4,1099,44
Pará,202202,4,112674.65,140,46,0,2,143,11
Pará,202202,0,2908.15,2,2,0,0,2,0
Amapá,202202,2,15475.0,40,7,0,1,42,1
Amapá,202202,4,6629.25,6,4,0,0,6,1
Amapá,202202,1,3838.0,15,5,0,0,15,0
Amapá,202202,3,13409.65,21,5,0,1,22,0
Amapá,202202,0,52484.2,44,5,0,1,46,4
Tocantins,202202,2,75670.05,282,69,0,3,289,2
Tocantins,202202,3,205338.55000000008,343,75,0,10,380,3
Tocantins,202202,1,23361.199999999997,79,26,0,0,84,1
Tocantins,202202,4,55076.55,66,29,0,1,69,1
Tocantins,202202,0,7281.5,13,7,0,0,13,0
Maranhão,202202,1,136638.0,497,88,0,5,521,7
Maranhão,202202,2,302103.3000000001,783,114,1,4,826,21
Maranhão,202202,3,610820.2499999999,979,128,1,16,1031,23
Maranhão,202202,4,210283.3999999999,192,49,1,7,195,4
Maranhão,202202,0,14870.4,24,13,0,0,24,2
Piauí,202202,1,68985.29999999999,397,93,0,0,402,11
Piauí,202202,3,365463.9,706,147,0,0,727,11
Piauí,202202,2,261288.65000000005,967,156,0,1,988,10
Piauí,202202,4,95281.4,94,40,0,0,95,7
Piauí,202202,0,13051.9,15,7,0,0,15,1
Ceará,202202,1,261725.65,1035,147,0,1,1068,16
Ceará,202202,2,834094.6500000003,2392,175,1,6,2457,38
Ceará,202202,3,1803194.2499999995,3065,181,0,15,3233,105
Ceará,202202,4,430257.2500000001,422,111,0,2,434,19
Ceará,202202,0,91390.74999999999,170,65,0,0,179,6
Rio Grande do Norte,202202,2,507082.3,1361,151,0,9,1426,32
Rio Grande do Norte,202202,3,559139.1000000001,959,132,1,12,1003,17
Rio Grande do Norte,202202,0,21703.4,23,10,0,0,23,2
Rio Grande do Norte,202202,1,135535.85,617,113,0,1,630,11
Rio Grande do Norte,202202,4,144440.94999999998,138,46,0,3,142,6
Paraíba,202202,3,585325.8500000001,1059,175,2,13,1105,30
Paraíba,202202,2,379102.79999999993,1090,173,0,7,1128,40
Paraíba,202202,1,100424.95,454,118,0,2,460,23
Paraíba,202202,4,204188.09999999995,166,62,0,3,170,7
Paraíba,202202,0,1673.25,5,4,0,0,5,0
Pernambuco,202202,0,149389.8,227,62,0,6,232,1
Pernambuco,202202,1,247577.84999999998,975,129,1,5,987,17
Pernambuco,202202,2,1329164.9499999995,3426,174,2,32,3532,52
Pernambuco,202202,3,1279180.050000001,2455,177,5,32,2543,73
Pernambuco,202202,4,527645.2000000002,518,114,0,21,536,16
Alagoas,202202,2,219538.34999999998,693,90,0,12,716,12
Alagoas,202202,3,612324.8999999999,966,91,1,17,1025,32
Alagoas,202202,4,149356.6,129,39,1,7,134,6
Alagoas,202202,0,20015.15,18,8,0,0,18,2
Alagoas,202202,1,83765.65,291,57,0,1,300,6
Sergipe,202202,4,67675.65000000001,76,25,0,2,76,3
Bahia,202202,1,374658.4,1626,287,0,5,1672,29
Bahia,202202,2,975610.2500000001,2953,348,0,19,3065,53
Bahia,202202,3,1981373.8999999992,3067,355,0,38,3205,127
Bahia,202202,4,567332.1000000001,560,183,0,13,569,28
Bahia,202202,0,28320.35,60,24,0,0,62,4
Minas Gerais,202202,1,894824.1499999998,4116,592,1,18,4205,84
Minas Gerais,202202,2,2200350.8000000003,6892,700,4,41,7076,122
Minas Gerais,202202,3,3157468.1,5937,709,6,81,6178,138
Minas Gerais,202202,4,1261978.25,1511,386,4,46,1561,41
Minas Gerais,202202,0,255147.5,560,159,0,4,570,25
Espírito Santo,202202,0,20022.35,63,30,1,1,64,3
Espírito Santo,202202,1,156770.6,873,73,0,4,893,12
Espírito Santo,202202,2,424242.44999999995,1259,77,0,15,1299,28
Espírito Santo,202202,3,730656.3500000001,1323,76,3,23,1369,30
Espírito Santo,202202,4,258276.39999999997,255,57,1,12,260,6
Rio de Janeiro,202202,0,80391.04999999999,233,43,0,0,234,6
Rio de Janeiro,202202,1,484682.35000000003,1815,86,0,7,1834,49
Rio de Janeiro,202202,2,1541701.0,4063,90,0,13,4099,110
Rio de Janeiro,202202,3,3268251.3999999994,5658,90,3,30,5770,160
Rio de Janeiro,202202,4,739534.1000000001,849,75,1,15,855,39
São Paulo,202202,1,1519640.2999999998,7589,505,3,39,7738,141
São Paulo,202202,2,4146245.2500000014,12513,532,7,84,12853,232
São Paulo,202202,3,5709465.099999999,11287,551,12,162,11654,294
São Paulo,202202,4,2512560.699999999,3600,398,9,107,3762,107
São Paulo,202202,0,654012.1000000001,1665,184,2,15,1710,27
Paraná,202202,3,2000152.0500000003,4358,362,4,42,4577,82
Paraná,202202,4,1086789.2000000004,1630,264,3,28,1718,34
Paraná,202202,1,441356.19999999984,2046,293,2,12,2105,42
Paraná,202202,2,1158232.85,3722,353,3,25,3840,53
Paraná,202202,0,156672.35,390,76,1,2,397,4
Santa Catarina,202202,1,471938.4499999999,2163,227,1,13,2205,42
Santa Catarina,202202,2,654628.7999999998,2365,240,2,20,2419,46
Santa Catarina,202202,3,1359316.0999999992,2531,259,3,41,2636,51
Santa Catarina,202202,4,717751.4000000005,1298,175,3,31,1337,42
Santa Catarina,202202,0,61066.00000000001,156,72,0,3,158,2
Rio Grande do Sul,202202,1,1187922.95,5250,404,0,19,5336,73
Rio Grande do Sul,202202,2,1425692.2000000002,4869,424,2,45,4958,68
Rio Grande do Sul,202202,3,1532391.55,3579,416,4,51,3673,80
Rio Grande do Sul,202202,4,1115256.5500000003,1986,311,1,50,2037,48
Rio Grande do Sul,202202,0,144573.44999999998,499,124,0,2,506,11
Mato Grosso do Sul,202202,1,66993.15,454,58,0,2,462,9
Mato Grosso do Sul,202202,2,146323.85,595,59,0,5,605,8
Mato Grosso do Sul,202202,3,340668.80000000005,739,73,2,12,763,25
Mato Grosso do Sul,202202,4,123660.74999999997,181,48,0,4,186,7
Mato Grosso,202202,1,57172.95,279,60,0,6,283,10
Mato Grosso,202202,2,184337.95000000004,589,90,1,13,616,10
Mato Grosso,202202,3,302893.0,591,98,1,18,624,25
Mato Grosso,202202,0,1099.0,12,7,0,0,12,0
Mato Grosso,202202,4,167851.75,182,55,0,14,186,10
Goiás,202202,2,249820.05,972,147,0,5,991,2
Goiás,202202,3,560456.2499999999,1229,175,1,6,1289,15
Goiás,202202,4,814314.2499999997,810,147,0,10,865,57
Goiás,202202,0,90461.1,240,59,0,0,251,1
Goiás,202202,1,78587.34999999999,453,102,0,0,467,3
Distrito Federal,202202,0,2151.85,11,1,0,0,11,1
Distrito Federal,202202,1,25619.8,187,1,0,0,189,2
Distrito Federal,202202,2,114022.85000000003,373,1,0,1,373,12
Distrito Federal,202202,3,332421.19999999995,625,1,1,1,635,32
Rondônia,202203,1,63087.3,183,37,0,0,189,2
Rondônia,202203,2,109561.84999999999,302,44,0,1,306,5
Rondônia,202203,3,274619.8999999999,384,43,0,1,402,4
Rondônia,202203,4,156265.24999999994,105,23,0,0,107,15
Rondônia,202203,0,6576.1,9,6,0,0,10,1
Acre,202203,1,19859.9,48,9,0,0,50,0
Acre,202203,3,68659.65,130,15,0,4,130,6
Acre,202203,2,30303.249999999993,75,11,0,0,79,1
Acre,202203,4,33784.35,23,5,0,2,23,3
Acre,202203,0,79.75,1,1,0,0,1,0
Amazonas,202203,3,337378.7,573,29,1,1,578,19
Amazonas,202203,1,39831.15,157,10,0,0,158,2
Amazonas,202203,2,192321.10000000003,531,23,0,1,536,13
Amazonas,202203,4,174971.9,168,10,1,3,168,9
Amazonas,202203,0,3339.25,5,2,0,1,5,0
Roraima,202203,3,58640.4,71,7,0,0,72,6
Roraima,202203,0,1479.75,2,1,0,0,2,0
Roraima,202203,1,8070.5,21,2,0,0,23,2
Roraima,202203,2,20213.050000000003,54,2,0,1,55,1
Roraima,202203,4,21648.75,30,4,0,0,30,1
Pará,202203,2,222649.45,317,68,0,2,328,31
Pará,202203,3,334549.50000000006,447,84,0,2,463,21
Pará,202203,4,83308.45,72,33,0,3,79,6
Amapá,202203,0,33238.1,39,6,0,1,40,0
Amapá,202203,4,7579.75,7,5,0,0,7,1
Amapá,202203,1,6798.75,14,3,1,1,14,4
Amapá,202203,3,11656.55,14,4,0,1,14,0
Amapá,202203,2,23301.65,31,4,0,1,31,0
Tocantins,202203,2,110635.6,278,69,0,3,287,3
Tocantins,202203,3,189841.30000000005,335,80,0,11,364,7
Tocantins,202203,1,12689.550000000001,73,24,0,0,76,3
Tocantins,202203,4,60172.0,63,26,0,1,64,2
Tocantins,202203,0,15228.6,15,8,0,0,17,0
Maranhão,202203,1,115797.90000000001,490,83,0,5,510,12
Maranhão,202203,2,291205.05000000005,728,111,0,4,763,15
Maranhão,202203,3,574455.9000000001,900,121,2,16,931,35
Maranhão,202203,4,189027.49999999994,163,44,0,8,164,6
Maranhão,202203,0,17783.9,23,12,0,0,23,1
Piauí,202203,1,77967.54999999999,401,98,0,0,408,11
Piauí,202203,2,284357.15,968,157,0,1,989,16
Piauí,202203,3,374836.39999999997,689,144,0,0,702,20
Piauí,202203,4,82245.15,94,40,0,1,94,5
Piauí,202203,0,20276.15,17,9,0,0,17,3
Ceará,202203,1,253333.7,1033,147,0,1,1060,37
Ceará,202203,2,871499.9000000004,2384,176,0,5,2437,54
Ceará,202203,3,1919068.5000000005,3064,180,2,15,3213,100
Ceará,202203,4,430985.70000000007,403,112,0,2,409,16
Ceará,202203,0,131058.24999999999,189,64,0,0,201,20
Rio Grande do Norte,202203,2,551151.2,1306,149,0,9,1362,46
Rio Grande do Norte,202203,3,581042.95,906,136,0,12,942,27
Rio Grande do Norte,202203,0,49224.25,27,11,0,0,27,7
Rio Grande do Norte,202203,1,172018.10000000003,600,111,0,1,617,21
Rio Grande do Norte,202203,4,141971.9,130,41,0,3,130,5
Paraíba,202203,2,303386.05,966,168,0,7,993,34
Paraíba,202203,3,470442.84999999986,973,174,1,15,1000,57
Paraíba,202203,1,71610.35,397,109,0,2,400,13
Paraíba,202203,4,172660.19999999995,163,67,0,5,166,20
Paraíba,202203,0,273.25,4,3,0,0,4,0
Pernambuco,202203,4,505628.7500000001,501,112,2,21,506,14
Alagoas,202203,2,256777.40000000002,685,89,1,12,705,15
Alagoas,202203,3,517188.2499999999,920,91,1,17,951,24
Alagoas,202203,4,138398.65000000002,118,37,0,7,118,3
Alagoas,202203,0,8047.65,14,7,0,0,14,0
Alagoas,202203,1,45977.4,288,58,0,1,288,10
Sergipe,202203,1,49920.0,187,44,0,0,191,5
Sergipe,202203,2,102350.00000000001,313,55,0,4,320,7
Sergipe,202203,3,300224.25000000006,556,66,1,12,572,12
Sergipe,202203,0,10694.5,10,8,0,1,11,3
Bahia,202203,1,404752.8,1561,281,1,4,1680,40
Bahia,202203,2,1003723.9,2836,345,3,15,3028,63
Bahia,202203,3,1925509.0999999999,2941,351,1,36,3187,106
Bahia,202203,4,595019.4500000001,544,178,1,12,552,29
Bahia,202203,0,28081.1,56,23,0,0,58,4
Minas Gerais,202203,1,973884.7,3763,564,0,16,3865,90
Minas Gerais,202203,3,3259765.599999998,5494,686,2,77,5692,144
Minas Gerais,202203,2,2355929.35,6335,681,0,43,6487,151
Minas Gerais,202203,4,1385221.4499999995,1462,377,0,41,1495,55
Minas Gerais,202203,0,262864.45,538,152,0,4,554,24
Espírito Santo,202203,0,32353.1,48,26,0,0,66,4
Espírito Santo,202203,1,156072.55000000002,820,72,0,2,1181,17
Espírito Santo,202203,2,391358.9999999999,1223,77,2,15,1801,21
Espírito Santo,202203,3,682227.15,1254,77,2,22,1843,40
Espírito Santo,202203,4,262252.94999999995,231,57,1,11,327,7
Rio de Janeiro,202203,0,91498.65,179,36,0,0,187,25
Rio de Janeiro,202203,1,391285.25,1378,79,0,4,1449,46
Rio de Janeiro,202203,2,1122689.1500000001,3022,84,0,11,3238,65
Rio de Janeiro,202203,3,2635801.149999999,4201,83,2,18,4645,151
Rio de Janeiro,202203,4,635790.8500000002,612,66,2,12,656,34
São Paulo,202203,1,1603943.1,7190,503,1,36,7679,187
São Paulo,202203,2,4090184.6500000013,11929,530,7,84,12766,283
São Paulo,202203,3,6032030.700000002,10643,542,5,158,11623,327
São Paulo,202203,4,2549417.899999999,3501,388,3,105,4067,167
Paraná,202203,3,2149625.8000000007,4360,359,1,42,5012,124
Paraná,202203,4,1011654.7000000001,1606,263,2,26,1753,61
Paraná,202203,1,459513.8499999999,2016,297,0,11,2307,54
Paraná,202203,2,1176513.1500000001,3648,351,1,26,4257,68
Paraná,202203,0,184011.09999999998,378,76,0,2,409,14
Santa Catarina,202203,1,460750.5499999999,2109,224,0,12,2206,65
Santa Catarina,202203,2,666685.1999999998,2311,239,1,20,2447,55
Santa Catarina,202203,3,1338764.1999999995,2473,259,2,40,2640,85
Santa Catarina,202203,4,759260.4000000006,1287,173,1,29,1330,55
Santa Catarina,202203,0,58941.100000000006,152,73,0,3,157,8
Rio Grande do Sul,202203,1,1361412.8500000003,5294,403,0,19,5664,120
Rio Grande do Sul,202203,2,1504726.9000000004,4803,428,2,47,5185,116
Rio Grande do Sul,202203,3,1696402.05,3528,416,0,52,3813,113
Rio Grande do Sul,202203,4,1070701.7000000007,1926,309,1,49,2014,52
Rio Grande do Sul,202203,0,131956.34999999998,492,124,0,1,510,5
Mato Grosso do Sul,202203,4,137550.14999999997,188,50,0,4,194,13
Mato Grosso,202203,1,76908.59999999999,276,57,0,6,285,9
Mato Grosso,202203,2,206103.25000000006,573,87,1,14,605,21
Mato Grosso,202203,3,336293.99999999994,571,93,1,21,605,19
Mato Grosso,202203,4,162804.25,176,55,0,16,179,5
Mato Grosso,202203,0,1819.25,11,7,0,0,11,0
Goiás,202203,2,225854.95,903,149,0,5,964,9
Goiás,202203,3,542285.1,1135,173,0,7,1208,21
Goiás,202203,4,784874.1999999998,815,143,0,10,865,60
Goiás,202203,0,81823.65,229,53,0,0,251,1
Goiás,202203,1,98161.99999999999,438,101,0,0,475,8
Distrito Federal,202203,2,104223.5,288,1,0,1,293,21
Distrito Federal,202203,3,272010.8500000001,451,1,0,1,459,32
Distrito Federal,202203,4,87341.84999999998,85,1,0,1,86,9
Rondônia,202204,1,49440.2,258,42,0,0,265,2
Rondônia,202204,2,140454.9,378,44,0,1,390,2
Rondônia,202204,3,336133.44999999995,470,46,0,0,499,2
Rondônia,202204,4,153152.49999999997,118,24,0,0,120,8
Rondônia,202204,0,12559.85,11,8,0,0,12,2
Acre,202204,1,14673.65,58,11,0,0,58,2
Acre,202204,3,99773.79999999999,154,17,0,4,156,6
Acre,202204,2,51318.299999999996,83,14,0,1,90,3
Acre,202204,4,43383.5,28,7,0,2,28,5
Acre,202204,0,159.5,2,2,0,0,2,0
Amazonas,202204,3,350523.85000000003,599,29,1,2,609,16
Amazonas,202204,1,70340.0,176,12,0,0,179,2
Amazonas,202204,2,202393.95,560,23,0,2,566,9
Amazonas,202204,4,164015.25,169,11,0,3,170,8
Amazonas,202204,0,2388.75,4,1,0,1,4,0
Roraima,202204,3,62146.25,102,10,0,0,102,5
Roraima,202204,0,1479.75,2,1,0,0,2,0
Roraima,202204,1,10568.0,33,3,0,0,34,2
Roraima,202204,2,29331.549999999996,82,6,0,1,84,1
Roraima,202204,4,36446.95,41,5,0,0,41,2
Pará,202204,0,2908.15,2,2,0,0,2,1
Amapá,202204,4,6179.75,7,5,0,0,7,0
Amapá,202204,1,10958.25,26,4,0,1,26,11
Amapá,202204,3,11116.05,17,4,0,1,17,0
Amapá,202204,0,36708.0,43,5,0,1,46,0
Amapá,202204,2,28069.15,38,4,0,1,39,0
Tocantins,202204,3,220093.50000000003,358,85,2,11,404,12
Tocantins,202204,2,67075.7,288,70,0,3,292,3
Tocantins,202204,1,20682.45,77,26,0,0,82,2
Tocantins,202204,4,62475.65,74,28,0,2,74,6
Tocantins,202204,0,7395.35,15,8,0,0,16,0
Maranhão,202204,1,81881.75000000003,498,85,1,5,647,4
Maranhão,202204,2,244326.80000000005,777,113,0,5,944,29
Maranhão,202204,3,518944.15000000014,956,121,2,16,1101,33
Maranhão,202204,4,162479.15,159,42,2,8,173,9
Maranhão,202204,0,24406.65,28,17,0,0,29,2
Piauí,202204,1,95153.29999999999,403,98,0,0,414,9
Piauí,202204,2,206631.4,971,154,0,1,984,12
Piauí,202204,3,395523.65,698,147,0,0,717,22
Piauí,202204,4,98047.70000000001,97,43,0,1,98,3
Piauí,202204,0,14451.9,16,9,0,0,16,2
Ceará,202204,1,252639.25000000006,1062,146,0,1,1103,18
Ceará,202204,2,775143.0000000002,2443,176,0,5,2512,39
Ceará,202204,3,1732151.15,3173,181,1,14,3355,78
Ceará,202204,4,393708.3000000001,430,111,0,2,446,14
Ceará,202204,0,90443.84999999999,197,64,0,0,212,6
Rio Grande do Norte,202204,2,535747.7000000001,1355,147,0,9,1419,43
Rio Grande do Norte,202204,3,560331.05,935,134,1,13,988,18
Rio Grande do Norte,202204,0,36838.0,25,11,0,0,25,5
Rio Grande do Norte,202204,1,182039.4,624,112,0,1,643,16
Rio Grande do Norte,202204,4,140053.55000000002,134,42,1,3,136,2
Paraíba,202204,2,366725.65,1032,173,0,7,1071,28
Paraíba,202204,3,598827.8999999999,1016,172,1,16,1058,28
Paraíba,202204,1,93418.25,412,115,0,1,420,10
Paraíba,202204,4,205484.59999999995,177,67,0,5,182,16
Paraíba,202204,0,273.25,4,3,0,0,4,0
Pernambuco,202204,0,107999.15,219,63,0,6,221,0
Pernambuco,202204,1,253922.84999999998,978,131,0,4,995,15
Pernambuco,202204,2,1323410.4499999997,3488,176,3,29,3611,72
Pernambuco,202204,3,1316611.0500000007,2510,175,2,31,2610,55
Pernambuco,202204,4,532032.3000000002,527,114,1,23,540,17
Alagoas,202204,2,235398.1,703,89,2,12,729,17
Alagoas,202204,3,534184.9499999998,970,92,1,20,1021,31
Alagoas,202204,4,154762.85,124,39,0,7,133,4
Alagoas,202204,0,19775.9,16,8,0,0,16,2
Alagoas,202204,1,68651.5,302,60,0,1,308,11
Sergipe,202204,1,49625.25,196,44,0,0,200,6
Sergipe,202204,2,139093.65000000002,329,56,0,5,339,13
Sergipe,202204,3,347965.49999999994,588,67,0,11,607,18
Sergipe,202204,0,5396.1,10,8,0,1,10,0
Sergipe,202204,4,90614.85,91,29,1,3,91,3
Bahia,202204,1,403022.9,1606,286,0,4,1658,32
Bahia,202204,2,849181.1500000001,2917,348,1,13,2993,44
Bahia,202204,3,1827450.25,3096,354,3,40,3256,99
Bahia,202204,4,597932.5500000002,578,186,1,13,597,21
Bahia,202204,0,15999.75,52,21,0,0,53,2
Minas Gerais,202204,1,929578.0999999999,4183,592,0,18,4517,78
Minas Gerais,202204,2,2417700.0000000005,6986,703,4,44,7539,120
Minas Gerais,202204,3,3254224.1499999985,6044,715,5,82,6500,126
Minas Gerais,202204,4,1315550.3499999994,1577,390,7,47,1653,59
Minas Gerais,202204,0,248815.5,570,158,0,5,590,23
Espírito Santo,202204,0,18788.75,59,29,0,0,60,3
Espírito Santo,202204,1,203272.55000000002,866,72,0,4,893,15
Espírito Santo,202204,2,452759.2499999999,1256,77,1,15,1295,26
Espírito Santo,202204,3,775335.1999999998,1342,77,1,20,1399,39
Espírito Santo,202204,4,274060.9,257,59,2,10,266,9
Rio de Janeiro,202204,0,95049.9,254,40,0,0,255,10
Rio de Janeiro,202204,1,457701.10000000003,1754,84,0,6,1802,37
Rio de Janeiro,202204,2,1450480.2000000002,3911,90,1,12,4001,60
Rio de Janeiro,202204,3,2958229.7999999993,5396,89,7,24,5523,101
Rio de Janeiro,202204,4,678489.4500000001,807,70,3,15,820,25
São Paulo,202204,1,1600446.3999999997,7931,538,3,40,8111,156
São Paulo,202204,2,3909186.150000002,13048,572,9,86,13445,231
São Paulo,202204,3,6146589.75,11822,578,13,168,12278,327
São Paulo,202204,4,2865842.449999999,4072,432,16,109,4228,374
São Paulo,202204,0,630119.25,1687,182,0,13,1745,33
Paraná,202204,3,2075666.9500000004,4504,360,6,43,4772,103
Paraná,202204,4,1051119.950000001,1688,265,3,26,1790,57
Paraná,202204,1,426316.45,2076,300,1,12,2142,47
Paraná,202204,2,1117200.4500000004,3742,353,2,25,3912,67
Paraná,202204,0,173836.84999999998,381,75,0,3,389,9
Santa Catarina,202204,1,462648.1499999999,2259,225,1,13,2300,51
Santa Catarina,202204,2,627414.9999999999,2451,242,1,21,2521,44
Santa Catarina,202204,3,1247556.25,2597,264,3,41,2691,57
Santa Catarina,202204,4,750741.6000000003,1360,176,1,29,1407,36
Santa Catarina,202204,0,57585.350000000006,162,74,0,3,166,3
Rio Grande do Sul,202204,1,1368364.8999999997,5294,409,2,19,5435,128
Rio Grande do Sul,202204,2,1493301.2499999995,4955,430,3,47,5086,86
Rio Grande do Sul,202204,0,162994.74999999997,514,126,0,2,521,16
Mato Grosso do Sul,202204,1,57453.25,473,58,0,2,479,10
Mato Grosso do Sul,202204,2,145906.1,628,69,1,6,644,9
Mato Grosso do Sul,202204,3,368041.4,788,73,1,13,813,23
Mato Grosso do Sul,202204,4,132264.59999999998,207,52,1,4,214,20
Mato Grosso do Sul,202204,0,6302.75,6,5,0,0,6,1
Mato Grosso,202204,1,63019.75,303,62,0,6,307,9
Mato Grosso,202204,2,148188.65,593,88,2,12,616,14
Mato Grosso,202204,3,273021.25000000006,601,96,1,22,632,13
Mato Grosso,202204,4,155128.69999999998,187,58,0,16,192,9
Mato Grosso,202204,0,1899.0,12,7,0,0,12,0
Goiás,202204,0,83009.5,242,54,0,0,248,5
Goiás,202204,1,85212.65000000001,476,108,0,0,491,6
Distrito Federal,202204,0,7623.0,6,1,0,0,6,1
Distrito Federal,202204,1,48836.85,198,1,0,0,198,5
Distrito Federal,202204,2,128634.85,363,1,0,1,365,13
Distrito Federal,202204,3,282621.6,561,1,0,1,572,30
Rondônia,202205,1,62507.75,268,42,0,0,280,1
Rondônia,202205,2,129975.1,393,44,0,1,405,5
Rondônia,202205,3,232693.15,490,45,0,1,516,9
Rondônia,202205,4,191739.34999999998,143,28,0,0,152,27
Rondônia,202205,0,6655.85,10,8,0,0,11,1
Acre,202205,1,8530.4,55,11,0,0,55,0
Acre,202205,3,95870.34999999998,153,17,0,4,156,3
Acre,202205,2,33932.95,78,13,0,0,85,1
Acre,202205,4,40579.5,30,7,0,2,30,2
Acre,202205,0,159.5,2,2,0,0,2,0
Amazonas,202205,3,361369.3,561,29,0,2,568,21
Amazonas,202205,1,51190.5,166,12,0,0,170,5
Amazonas,202205,2,209856.05000000005,518,25,1,2,526,9
Amazonas,202205,4,168159.3,166,10,1,3,167,13
Amazonas,202205,0,1939.25,4,1,1,1,4,0
Roraima,202205,3,57913.6,71,10,0,0,72,5
Roraima,202205,0,1400.0,1,1,0,0,1,0
Roraima,202205,1,3866.5,22,3,0,0,22,0
Roraima,202205,2,35497.45,59,6,0,1,60,2
Roraima,202205,4,48243.00000000001,31,4,0,0,32,1
Amapá,202205,0,29882.9,45,6,0,1,47,0
Amapá,202205,2,33379.15,45,6,0,1,47,0
Amapá,202205,4,8829.25,9,5,0,0,9,2
Amapá,202205,1,18057.4,31,4,0,1,31,5
Amapá,202205,3,9655.3,19,5,0,1,19,0
Tocantins,202205,3,209675.55000000002,366,86,1,12,415,13
Tocantins,202205,2,99464.5,299,71,2,3,309,8
Tocantins,202205,1,26182.45,80,26,0,0,85,2
Tocantins,202205,4,69789.75000000001,78,29,1,2,81,2
Tocantins,202205,0,11079.1,16,9,0,0,18,1
Maranhão,202205,1,117416.95000000001,494,83,0,5,517,16
Maranhão,202205,2,316513.7500000001,778,112,1,5,825,21
Maranhão,202205,3,583273.8499999999,990,126,3,16,1030,35
Maranhão,202205,4,163192.59999999995,162,45,0,6,164,7
Maranhão,202205,0,9349.15,23,12,0,0,23,0
Piauí,202205,1,62427.2,406,101,0,1,410,5
Piauí,202205,3,382410.6999999999,703,146,0,1,726,18
Piauí,202205,2,247441.15000000005,972,153,0,1,990,16
Piauí,202205,4,97590.95000000001,100,42,0,1,100,4
Piauí,202205,0,12134.75,16,10,0,0,16,1
Ceará,202205,1,271869.5,1078,148,0,1,1116,27
Ceará,202205,2,803160.2000000002,2470,176,0,5,2547,66
Ceará,202205,3,1819756.3000000003,3238,180,1,14,3421,91
Ceará,202205,4,438464.65000000026,441,111,0,2,452,16
Ceará,202205,0,127472.9,216,67,0,0,232,18
Rio Grande do Norte,202205,2,539551.95,1376,148,0,8,1432,31
Rio Grande do Norte,202205,3,537281.95,945,138,0,13,981,27
Rio Grande do Norte,202205,4,146154.05,131,43,0,3,134,4
Paraíba,202205,1,144533.75000000003,468,125,0,1,482,15
Paraíba,202205,2,408864.44999999984,1154,176,2,7,1204,34
Paraíba,202205,3,602724.6499999999,1131,177,2,17,1176,26
Paraíba,202205,4,193451.39999999994,192,73,2,6,199,8
Paraíba,202205,0,1673.25,5,4,0,0,5,0
Pernambuco,202205,0,109901.75,219,61,0,6,225,2
Alagoas,202205,2,272242.44999999995,727,90,0,11,756,19
Alagoas,202205,3,569263.1499999998,1003,93,1,24,1051,36
Alagoas,202205,4,179522.55000000002,132,40,1,7,137,8
Alagoas,202205,0,9447.65,16,8,0,0,16,2
Alagoas,202205,1,84711.25,305,60,0,1,315,6
Sergipe,202205,1,62337.0,199,45,0,0,205,4
Sergipe,202205,2,163070.7,339,56,0,4,350,10
Sergipe,202205,3,366160.24999999994,619,67,0,11,639,20
Sergipe,202205,0,11220.35,11,9,0,1,11,1
Sergipe,202205,4,99061.25000000001,97,30,0,4,99,5
Bahia,202205,1,365076.30000000005,1663,290,1,4,1711,43
Bahia,202205,2,927185.2500000001,3030,353,4,17,3120,61
Bahia,202205,3,2017558.7499999998,3244,362,2,42,3434,107
Bahia,202205,4,601914.2500000002,597,188,5,16,614,18
Bahia,202205,0,24924.0,58,22,0,0,59,4
Minas Gerais,202205,1,1077612.0499999998,4267,596,0,18,4416,92
Minas Gerais,202205,2,2391601.2000000007,7157,707,8,46,7423,176
Minas Gerais,202205,3,3394433.849999998,6226,723,4,84,6540,166
Minas Gerais,202205,4,1367954.149999999,1619,394,6,45,1672,77
Minas Gerais,202205,0,276208.85,576,157,0,5,595,28
Espírito Santo,202205,0,43772.4,67,31,0,0,68,5
Espírito Santo,202205,1,182926.75000000003,911,73,0,4,932,25
Espírito Santo,202205,2,428224.04999999993,1278,77,1,14,1327,28
Espírito Santo,202205,3,827643.8999999999,1405,78,3,21,1479,34
Espírito Santo,202205,4,283555.3499999999,269,58,2,10,281,8
Rio de Janeiro,202205,1,485030.85,1807,84,0,8,1860,51
Rio de Janeiro,202205,2,1514137.0999999999,4017,91,1,13,4119,91
Rio de Janeiro,202205,3,3089294.8999999994,5614,90,4,23,5756,139
Rio de Janeiro,202205,4,729205.8000000002,859,72,2,14,879,46
São Paulo,202205,1,1896226.7499999993,8155,544,3,41,8384,182
São Paulo,202205,2,4292444.7,13609,570,10,87,14064,299
São Paulo,202205,3,6445691.299999999,12367,578,16,165,12924,354
São Paulo,202205,4,3009291.949999998,4225,433,9,109,4452,181
São Paulo,202205,0,642583.8500000001,1788,191,2,14,1848,39
Paraná,202205,3,2147211.7000000007,4606,362,5,44,4887,120
Paraná,202205,1,459258.44999999995,2136,301,2,12,2204,66
